[Header]
; ACMS II Data File (default extension .dat)
; Copyright (c) 2014, Quantum Design, Inc. All rights reserved.
TITLE,
FILEOPENTIME,3875304880.337,10/19/2022,1:35 am
BYAPP,ACMS II,1.0,1.2
INFO,DYNACOOL ACMS II Option Release 1.0.8 Build 33,APPNAME
INFO,Quantum Design Linear Motor Servo Controller,MOTOR_MODULE_NAME
INFO,3101-100 K0,MOTOR_HW_VERSION
INFO,MMC794,MOTOR_SERIAL_NUMBER
INFO,SRV No X-over 01.03.11,MOTOR_SOFTWARE_VERSION
INFO,ACMS,ACMS_MODULE_NAME
INFO,3101-430 A0,ACMS_HW_VERSION
INFO,ACMSII028,ACMS_SERIAL_NUMBER
INFO,00.14.14,ACMS_SOFTWARE_VERSION
INFO,WF046,COIL_SERIAL_NUMBER
INFO,0,MOMENT_UNITS
INFO,NiCl2pym,SAMPLE_MATERIAL
INFO,7.3mg cling film,SAMPLE_COMMENT
INFO,17.2,SAMPLE_MASS
INFO,,SAMPLE_VOLUME
INFO,,SAMPLE_MOLECULAR_WEIGHT
INFO,,SAMPLE_SIZE
INFO,,SAMPLE_SHAPE
DATATYPE,COMMENT,1
DATATYPE,TIME,2
STARTUPAXIS,X,2
STARTUPAXIS,Y1,5
STARTUPGROUP, AC
FIELDGROUP, AC, 2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,21,22,23,24,25,35,43,44,45,46,47,48,49
FIELDGROUP, DC, 2,3,4,17,18,19,20,21,23,24,25,35,36,37,43,44,45,46,47,48,49,50,51
FIELDGROUP, Diagnostic, 26,27,28,29,30,31,32,33,34,38,39,40,41,42,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),AC Moment (emu),AC Std. Dev. (emu),AC Phase (deg),AC Phase Std. Dev. (deg),AC Suscept. (emu/Oe),AC Suscept. Std. Dev. (emu/Oe),AC X'  (emu/Oe),AC X" (emu/Oe),AC X' Std. Dev. (emu/Oe),AC X" Std. Dev. (emu/Oe),AC Drive (Oe),AC Frequency (Hz),DC Moment (emu),DC Std. Err. (emu),DC Quad. Moment (emu),Range (mV),"AC=1 DC=2 Locate=3",Measure Type,Measure Count,Measure Time (sec),Measure Number,AC X' Raw (emu/Oe),AC X" Raw (emu/Oe),DC M. Raw' (emu),DC M. Raw" (emu),Coil InPhase (V),Coil Quadrature (V),Null Status,Trim Ratio,Trim Phase (deg.),Max. Signal (mV),Motor Frequency (Hz),Motor Ampl. (mm),System Temp. (K),Min. Temperature (K),Max. Temperature (K),Min. Field (Oe),Max. Field (Oe),Pressure (Torr),Temp. Status (code),Field Status (code),Chamber Status (code),Measure Status (code),Center Position (mm),Transport Action,Motor Lag (deg),Motor Current (amps),Motor Heatsink Temp. (C),Motor Board Temp. (C),QMap 01,QMap 02,QMap 03,QMap 04,QMap 05,QMap 06,QMap 07,QMap 08,QMap 09,QMap 10,QMap 11,QMap 12,QMap 13,QMap 14,QMap 15,QMap 16
sample offset = 27.08 mm,3875305492.00159,4.00122489929199,0.27568706870079,,,,,,,,,,,,,0.0455139880919358,2.64579358503197E-6,-6.42966187404913E-5,1,2,,80,2,1,,,0.04383409505923,0.000163365672926996,0.000267756957327947,-9.38827652134933E-5,,,,0.0111173834743087,39.995735168457,1.9979104348368,4.00276041030884,4.00086641311646,4.00150775909424,0.266793936491013,0.284580200910568,0.124335296452045,1,4,3,4,23.3230000458956,1,20.7188957636465,1.11976623535156,30.7917900085449,32.2580642700195,,,,,,,,,,,,,,,,
,3875305494.22726,4.00167560577393,0.266793936491013,,,,,,,,,,,,,0.0455040045226283,2.73292210689636E-6,-8.74585064012223E-5,1,2,,80,2,2,,,0.0438245946940024,0.000141009414972778,0.000267749099293724,-9.37292716116644E-5,,,,0.0111146708546827,39.995735168457,1.99793805666073,4.00227212905884,4.00150775909424,4.00173616409302,0.266793936491013,0.266793936491013,0.124551638960838,1,4,3,4,23.3230000458956,1,20.7193472491014,1.12586975097656,31.2805480957031,31.7693061828613,,,,,,,,,,,,,,,,
,3875305496.39674,4.00171585083008,0.311259597539902,,,,,,,,,,,,,0.0454967345692451,2.79535224872679E-6,-8.51572033357026E-5,1,2,,80,2,3,,,0.0438175817365597,0.000143189805707596,0.000267704133875668,-9.37304066610523E-5,,,,0.0111130943493291,39.995735168457,1.99796174656205,4.00149631500244,4.00154685974121,4.00191164016724,0.266793936491013,0.355725258588791,0.124611802399158,1,4,3,4,23.3230000458956,1,20.7196842110566,1.1181640625,31.7693061828613,31.7693061828613,,,,,,,,,,,,,,,,
,3875305498.53439,4.00134062767029,0.355725258588791,,,,,,,,,,,,,0.0454952887220939,2.70885484089003E-6,-8.41885128292979E-5,1,2,,80,2,4,,,0.0438161844771389,0.000144115608555642,0.000267686351435259,-9.37439981498755E-5,,,,0.0111125381246698,39.995735168457,1.99793818687413,4.00103998184204,4.00109481811523,4.00158929824829,0.355725258588791,0.355725258588791,0.124783776700497,1,4,3,4,23.3230000458956,1,20.7222461131297,1.11892700195312,32.2580642700195,31.7693061828613,,,,,,,,,,,,,,,,
,3875305500.67927,4.00092706680298,0.337938994169235,,,,,,,,,,,,,0.0454835865346104,2.69447089066598E-6,-8.42237173647228E-5,1,2,,80,2,5,,,0.0438049144635706,0.000144023767278676,0.000267630413873121,-9.37071163207293E-5,,,,0.0111102422677428,39.995735168457,1.99799568266731,4.00082397460937,4.00074625015259,4.00109481811523,0.32015272974968,0.355725258588791,0.124966658651829,1,4,3,4,23.3230000458956,1,20.7190200511467,1.11892700195312,32.7468223571777,32.2580642700195,,,,,,,,,,,,,,,,
,3875305502.81814,4.00072135925293,0.32015272974968,,,,,,,,,,,,,0.0454755215672816,2.10125000426534E-6,-8.41186166825576E-5,1,2,,80,2,6,,,0.0437971467026845,0.000144085055589745,0.000267582479864359,-9.36991564230993E-5,,,,0.0111081925139628,39.995735168457,1.9980130703616,4.00088167190552,4.00056838989258,4.00088310241699,0.32015272974968,0.32015272974968,0.124987415969372,1,4,3,4,23.3230000458956,1,20.7205894478791,1.12083435058594,33.2355842590332,31.7693061828613,,,,,,,,,,,,,,,,
,3875305504.94357,4.00052273273468,0.302366465330124,,,,,,,,,,,,,0.0454727255535348,2.60063463715978E-6,-8.23681412490363E-5,1,2,,80,2,7,,,0.0437944452403352,0.000145757058201577,0.000267557159531862,-9.3707516498398E-5,,,,0.0111070338038107,39.995735168457,1.99798649550838,4.00072813034058,4.00041770935059,4.00068521499634,0.284580200910568,0.32015272974968,0.125141322612762,1,4,3,4,23.3230000458956,1,20.7216763375414,1.12739562988281,33.2355842590332,31.7693061828613,,,,,,,,,,,,,,,,
,3875305507.07992,4.0003812789917,0.302366465330124,,,,,,,,,,,,,0.0454638563731003,2.51035682281716E-6,-8.96117956808226E-5,1,2,,80,2,8,,,0.043785939333124,0.000138736911841778,0.00026752200210467,-9.36582437134348E-5,,,,0.0111053864927504,39.995735168457,1.9980279378261,4.00051927566528,4.00023078918457,4.00048446655273,0.284580200910568,0.32015272974968,0.125257939100266,1,4,3,4,23.3230000458956,1,20.7237742419452,1.11862182617188,33.7243423461914,31.7693061828613,,,,,,,,,,,,,,,,
,3875305509.23268,4.00021886825562,0.32015272974968,,,,,,,,,,,,,0.0454561829153688,2.66146879472382E-6,-8.70146841284046E-5,1,2,,80,2,9,,,0.0437785362990664,0.000141200176463716,0.000267474533757195,-9.3654845841229E-5,,,,0.0111035202541258,39.995735168457,1.99804199014336,4.00073623657227,4.0001220703125,4.00037288665771,0.32015272974968,0.32015272974968,0.125304713845253,1,4,3,4,23.3230000458956,1,20.7230424797088,1.11923217773438,33.7243423461914,31.7693061828613,,,,,,,,,,,,,,,,
,3875305511.38766,4.00028915405273,0.32015272974968,,,,,,,,,,,,,0.0454512368487954,2.61167959824781E-6,-8.93504197485387E-5,1,2,,80,2,10,,,0.0437737843849369,0.000138926185297253,0.000267441035248339,-9.3643699074164E-5,,,,0.0111025044228445,39.995735168457,1.99800955838586,4.00085306167603,4.00016641616821,4.00041437149048,0.32015272974968,0.32015272974968,0.125264391303062,1,4,3,4,23.3230000458956,1,20.7261100063,1.12098693847656,34.7018585205078,31.7693061828613,,,,,,,,,,,,,,,,
